,Food_Item,Calories (kcal),Protein (g),Carbohydrates (g),Fat (g),Fiber (g),Sugars (g),Sodium (mg),Cholesterol (mg),Water_Intake (ml)
9192,Yogurt,523,38.8,31.0,15.7,7.7,49.8,331,111,902
9193,Milk,551,38.5,98.5,20.8,3.1,44.3,831,238,777
9194,Butter,116,36.9,81.4,32.3,3.1,48.0,233,39,864
9195,Grapes,429,17.7,38.5,22.5,2.7,19.6,290,47,831
9196,Cookies,362,4.2,84.4,31.9,4.1,31.2,288,206,952
9197,Paneer,500,42.3,91.8,26.0,7.0,7.8,501,124,415
9198,Potato,68,5.3,80.8,29.7,3.1,32.9,899,209,296
9199,Pasta,130,17.8,74.6,16.2,5.0,38.6,798,175,623
9200,Yogurt,254,5.4,78.9,6.5,7.5,1.9,886,222,523
9201,Chocolate,115,31.0,26.3,17.7,5.9,43.9,164,159,540
9202,Rice,556,2.2,85.6,44.0,6.1,37.6,742,37,584
9203,Grapes,225,44.1,56.5,5.9,2.1,48.6,429,237,547
9204,Nuts,511,4.9,43.1,23.2,8.5,14.8,494,219,293
9205,Butter,400,48.6,72.9,5.3,5.4,49.7,315,181,164
9206,Cookies,470,44.7,54.3,4.2,5.1,38.4,418,13,155
9207,Salmon,503,16.5,65.4,5.5,7.7,5.2,219,58,938
9208,Coffee,515,36.5,96.9,40.3,9.4,27.3,581,42,402
9209,Grapes,372,27.1,64.6,41.6,6.6,8.3,518,173,287
9210,Nuts,423,49.7,25.3,26.1,9.5,44.0,59,21,733
9211,Green Tea,573,38.0,75.0,32.6,1.8,18.1,829,91,221
9212,Cookies,599,41.3,60.3,9.0,4.2,21.7,988,58,546
9213,Yogurt,377,29.9,48.2,18.2,6.5,18.9,61,283,661
9214,Pasta,545,42.8,34.4,5.0,4.2,22.3,189,94,527
9215,Quinoa,217,28.2,31.8,38.5,3.9,19.2,732,195,253
9216,Bread,492,35.0,31.5,13.2,8.9,28.0,404,271,810
9217,Orange Juice,500,14.1,7.8,8.0,7.2,36.8,754,234,526
9218,Beef Steak,111,7.5,99.6,14.0,1.5,12.3,667,94,325
9219,Rice,468,38.7,59.8,43.2,4.8,22.5,973,261,930
9220,Yogurt,599,8.7,12.7,15.7,2.9,35.8,831,83,373
9221,Milkshake,381,41.2,38.8,23.0,6.4,1.5,784,213,931
9222,Yogurt,131,11.3,83.5,41.8,6.7,29.7,909,22,679
9223,Chicken Breast,283,6.9,46.1,27.3,7.1,8.0,632,5,955
9224,Coffee,94,36.5,47.6,44.6,2.5,36.4,381,67,236
9225,Chips,220,6.7,28.7,11.1,3.0,39.8,922,106,980
9226,Chicken Breast,383,19.0,40.7,31.9,7.8,33.9,529,134,397
9227,Strawberry,573,37.2,86.9,40.1,4.8,13.3,718,267,270
9228,Paneer,520,24.9,73.3,39.1,2.9,13.5,603,22,896
9229,Pork Chop,419,4.1,20.3,9.6,6.7,38.2,760,84,412
9230,Beef Steak,458,34.9,70.1,17.4,9.6,42.6,654,266,468
9231,Banana,54,48.9,62.7,19.9,7.0,20.4,792,47,918
9232,Tomato,125,32.0,27.3,11.5,3.4,2.8,277,33,405
9233,Quinoa,488,32.9,30.8,37.5,4.3,9.0,248,134,254
9234,Butter,433,35.0,94.9,22.8,5.2,49.8,125,116,851
9235,Salmon,250,29.5,32.1,11.3,3.7,13.4,37,222,214
9236,Spinach,346,36.8,42.3,20.5,9.2,7.6,349,99,110
9237,Cookies,183,49.0,96.4,29.7,3.0,16.1,326,83,233
9238,Milk,182,41.3,58.2,23.9,9.3,10.4,717,82,967
9239,Pasta,106,26.1,47.5,22.6,6.5,10.5,749,146,899
9240,Bread,350,16.9,34.2,47.9,5.1,22.2,752,245,644
9241,Broccoli,547,7.9,67.1,24.2,0.8,34.2,961,55,401
9242,Orange Juice,413,17.1,73.2,42.7,1.2,30.6,289,28,872
9243,Cheese,62,30.9,24.5,15.2,6.5,15.7,231,200,737
9244,Eggs,424,39.4,23.0,42.3,7.7,16.1,510,28,789
9245,Coffee,134,13.0,39.8,44.1,4.1,45.0,312,225,504
9246,Bread,257,4.9,95.7,21.4,6.2,42.3,372,163,869
9247,Chocolate,114,23.2,51.8,32.8,0.0,30.2,462,65,547
9248,Carrot,173,36.3,53.1,32.8,6.9,3.3,671,173,739
9249,Nuts,478,6.4,26.4,42.0,7.0,45.9,452,268,835
9250,Broccoli,371,14.3,95.3,35.9,9.3,41.5,743,51,474
9251,Green Tea,282,44.6,96.7,32.5,0.5,9.1,603,160,853
9252,Green Tea,193,21.8,57.8,15.9,5.1,0.5,959,198,697
9253,Cookies,129,26.9,30.3,48.4,4.7,3.7,600,210,578
9254,Orange Juice,98,23.8,32.7,39.9,8.2,15.2,186,14,193
9255,Paneer,554,11.7,69.9,11.1,9.0,47.7,20,116,1000
9256,Orange,419,4.6,72.8,48.7,4.6,31.8,471,157,552
9257,Apple,200,37.0,74.7,34.7,1.4,19.7,305,150,619
9258,Potato,590,21.1,24.7,41.5,1.8,34.1,946,176,373
9259,Chicken Breast,175,20.1,26.6,17.7,3.2,2.5,937,175,104
9260,Chips,188,49.4,16.7,34.6,1.2,29.4,928,295,859
9261,Quinoa,364,33.8,18.5,23.6,1.9,30.8,40,25,979
9262,Water,586,22.7,88.9,45.8,4.6,4.3,262,31,911
9263,Strawberry,374,31.7,5.1,18.1,8.1,14.3,600,164,684
9264,Popcorn,76,15.2,69.2,13.7,2.2,5.4,761,63,416
9265,Orange Juice,240,20.0,18.7,14.6,9.8,22.4,396,178,951
9266,Tomato,51,1.7,30.3,15.7,9.3,19.6,218,251,283
9267,Apple,526,40.2,69.0,22.5,0.3,34.5,256,287,366
9268,Potato,141,33.7,43.2,10.2,4.8,20.4,414,198,324
9269,Pork Chop,248,46.7,74.4,35.9,3.7,11.9,621,91,262
9270,Chips,421,20.1,90.2,36.1,2.5,20.4,405,94,876
9271,Popcorn,563,4.0,20.9,37.4,7.6,37.5,220,157,903
9272,Strawberry,232,39.0,9.9,21.9,1.6,22.1,457,113,896
9273,Grapes,218,1.5,39.7,35.1,5.3,43.0,972,123,907
9274,Bread,215,34.3,47.6,2.3,4.4,49.0,853,69,969
9275,Pork Chop,193,38.5,19.8,22.9,9.5,34.1,827,82,348
9276,Spinach,596,31.8,23.7,11.1,8.4,16.8,988,276,339
9277,Tomato,188,23.5,66.4,25.7,6.4,38.6,399,147,646
9278,Milk,93,3.8,60.6,14.2,5.0,36.4,44,174,590
9279,Cookies,560,1.8,73.6,21.5,7.2,42.1,607,175,495
9280,Broccoli,75,16.5,31.1,30.0,10.0,25.3,547,20,598
9281,Chips,544,49.9,23.2,30.7,4.6,0.7,626,216,664
9282,Milk,345,38.6,7.9,44.7,5.9,23.9,960,104,251
9283,Milkshake,59,16.3,10.0,8.2,4.2,16.9,271,76,290
9284,Beef Steak,572,23.5,79.3,26.7,3.5,24.8,131,278,939
9285,Pork Chop,328,44.6,78.2,14.6,7.4,44.1,728,165,723
9286,Chicken Breast,240,24.5,40.8,41.8,8.8,37.1,942,169,424
9287,Strawberry,562,14.8,65.5,36.7,4.4,45.2,809,52,787
9288,Potato,431,1.1,90.7,14.7,4.8,27.2,9,188,964
9289,Beef Steak,227,31.7,21.2,26.1,7.3,4.8,526,97,485
9290,Tomato,346,39.3,23.1,14.9,7.4,38.4,192,72,301
9291,Eggs,555,15.6,95.5,46.0,9.5,6.3,439,71,404
9292,Chips,285,12.8,33.7,7.6,4.5,5.3,480,122,626
9293,Banana,529,31.3,31.0,40.3,2.7,41.1,93,243,624
9294,Chips,226,31.6,33.0,20.8,5.6,47.2,159,211,598
9295,Cookies,155,17.5,45.9,9.8,9.3,12.6,571,151,288
9296,Chips,65,40.1,34.9,10.2,4.0,6.0,465,84,646
9297,Coffee,163,42.5,38.1,19.0,2.5,3.8,132,253,124
9298,Coffee,115,49.5,37.7,43.8,5.4,33.4,360,215,796
9299,Carrot,374,10.1,37.7,7.2,8.4,37.9,996,113,960
9300,Potato,341,13.8,16.9,39.4,6.1,14.2,118,34,867
9301,Bread,55,14.9,66.1,28.6,4.1,47.1,805,173,415
9302,Salmon,203,43.7,88.7,49.4,2.8,30.2,943,126,891
9303,Chips,338,28.0,72.4,31.6,6.7,21.5,397,190,651
9304,Potato,273,27.7,98.6,31.4,7.4,28.4,763,145,473
9305,Green Tea,460,29.0,42.1,31.9,2.9,31.4,372,198,259
9306,Oats,198,47.5,59.3,7.3,2.7,40.4,54,90,995
9307,Yogurt,269,36.5,90.1,45.8,3.6,19.4,226,173,199
9308,Orange Juice,368,40.1,16.5,8.1,3.2,36.8,730,12,191
9309,Rice,444,37.2,23.9,5.4,9.3,11.9,9,179,694
9310,Oats,130,31.1,37.7,7.5,6.3,2.7,800,64,380
9311,Bread,510,36.7,68.2,24.7,6.4,35.7,142,234,836
9312,Tomato,143,46.3,29.9,38.6,3.0,39.5,901,124,376
9313,Apple,94,16.7,89.4,43.7,6.9,43.7,617,75,866
9314,Pasta,426,41.0,30.0,13.8,3.7,2.5,986,133,975
9315,Apple,310,31.9,36.5,1.4,2.8,15.0,961,220,898
9316,Yogurt,597,23.7,49.0,40.8,2.5,20.0,496,142,765
9317,Potato,187,36.6,98.3,1.2,8.8,21.0,326,136,529
9318,Broccoli,51,23.7,23.5,29.2,7.6,24.3,339,7,757
9319,Eggs,219,20.2,87.0,26.3,6.4,34.4,968,245,511
9320,Oats,209,6.6,90.2,41.9,4.6,8.5,433,268,557
9321,Apple,256,49.3,50.6,47.5,4.4,29.9,935,2,836
9322,Tomato,554,10.1,18.1,2.9,1.5,37.2,243,203,231
9323,Yogurt,471,19.8,32.2,40.9,0.2,37.6,495,85,389
9324,Chocolate,458,18.4,87.9,31.5,3.2,20.1,739,43,305
9325,Beef Steak,57,14.2,56.6,42.5,5.7,36.0,793,130,620
9326,Orange Juice,365,3.4,72.6,30.0,9.5,21.8,581,30,228
9327,Carrot,574,36.5,79.7,38.6,9.4,8.3,931,121,521
9328,Strawberry,342,4.6,81.6,9.6,3.6,33.3,44,220,589
9329,Milkshake,64,46.5,39.2,49.3,5.4,6.8,362,220,542
9330,Pasta,206,13.0,9.4,34.5,2.4,34.8,631,242,157
9331,Orange,430,6.8,73.2,44.7,6.3,2.9,140,251,189
9332,Coffee,189,41.7,76.6,21.5,8.2,36.4,737,231,452
9333,Milkshake,197,22.5,33.8,15.6,0.4,24.9,56,235,588
9334,Eggs,165,14.8,49.2,18.1,5.5,2.3,539,54,214
9335,Pork Chop,170,43.2,82.8,3.7,3.9,16.3,705,296,136
9336,Grapes,332,38.8,25.1,25.0,9.8,21.4,786,15,934
9337,Pork Chop,369,7.1,39.0,15.0,3.7,21.7,791,182,725
9338,Chicken Breast,227,16.8,41.0,30.7,8.0,29.6,499,258,862
9339,Paneer,191,32.5,75.0,21.5,8.9,30.8,55,157,148
9340,Orange,591,46.5,16.7,45.9,8.4,24.2,361,129,707
9341,Spinach,367,2.3,92.2,4.0,2.6,34.6,448,119,418
9342,Yogurt,448,6.7,13.5,5.2,3.5,15.1,827,296,354
9343,Popcorn,139,7.2,88.1,6.4,8.7,27.1,747,182,435
9344,Salmon,354,23.7,16.8,8.2,1.4,30.6,675,186,192
9345,Cheese,309,2.7,90.4,34.4,4.3,29.7,14,42,493
9346,Cookies,158,34.9,49.5,49.0,5.2,2.7,227,135,145
9347,Chips,532,31.2,63.0,48.1,1.9,39.9,813,144,216
9348,Grapes,52,8.3,68.6,26.1,3.7,41.4,869,207,894
9349,Green Tea,430,44.1,93.5,11.5,6.9,11.4,491,195,467
9350,Spinach,334,49.2,42.6,35.1,5.3,17.6,965,34,819
9351,Broccoli,524,48.1,53.7,19.9,3.2,20.3,272,173,194
9352,Pork Chop,263,47.9,70.6,12.7,5.8,26.1,357,151,196
9353,Chicken Breast,527,15.1,58.8,45.3,1.6,42.4,808,210,505
9354,Salmon,469,48.2,90.7,8.6,2.6,20.4,137,262,881
9355,Quinoa,211,42.6,70.6,12.6,4.9,7.0,470,257,449
9356,Pasta,461,43.3,97.6,27.8,6.7,29.0,883,232,379
9357,Carrot,463,10.4,69.1,45.4,2.5,11.1,930,20,224
9358,Coffee,150,38.8,8.6,32.9,4.7,33.8,196,245,457
9359,Orange,432,5.4,37.0,29.8,1.5,28.7,664,216,435
9360,Strawberry,589,20.2,34.6,15.5,7.2,23.1,612,121,300
9361,Rice,366,37.4,90.9,12.6,9.3,14.2,109,57,140
9362,Orange Juice,563,43.4,59.6,5.5,2.3,47.5,841,270,114
9363,Butter,438,5.4,42.7,37.1,7.1,25.7,705,199,478
9364,Pork Chop,560,22.3,85.9,33.5,4.6,31.8,357,139,580
9365,Milk,418,42.9,20.5,31.3,9.7,46.3,475,60,772
9366,Apple,295,29.5,90.3,26.1,7.8,18.9,175,206,560
9367,Broccoli,286,24.1,7.4,10.9,9.4,35.0,399,123,984
9368,Pasta,462,43.0,26.0,46.4,7.2,44.9,610,292,319
9369,Coffee,357,34.9,38.4,24.9,0.3,47.6,818,297,571
9370,Spinach,83,23.0,67.8,9.3,4.8,35.8,26,163,634
9371,Cookies,103,18.4,43.7,38.6,4.4,16.6,16,286,200
9372,Milkshake,598,31.0,83.9,42.9,1.1,43.5,95,143,931
9373,Carrot,475,11.8,68.8,42.1,0.8,40.9,884,190,849
9374,Nuts,553,37.0,52.8,45.4,6.4,18.7,998,201,580
9375,Water,578,37.7,28.8,4.8,7.8,15.7,866,153,179
9376,Pasta,327,14.2,50.5,32.5,9.3,40.3,190,182,199
9377,Strawberry,501,35.3,24.7,46.1,6.6,42.5,561,33,973
9378,Quinoa,198,15.4,68.1,17.6,5.9,36.7,892,160,466
9379,Pasta,399,19.4,24.9,35.7,4.0,5.5,252,113,189
9380,Rice,164,18.8,61.7,37.9,0.4,30.1,171,282,750
9381,Quinoa,202,46.1,19.6,23.5,8.1,10.6,589,85,988
9382,Butter,399,10.3,69.7,27.6,2.4,35.4,582,22,768
9383,Banana,340,25.3,76.8,44.5,2.5,17.2,972,84,726
9384,Chocolate,243,16.9,38.2,15.7,6.1,44.0,391,168,280
9385,Strawberry,463,22.5,33.0,27.9,6.1,33.7,424,30,783
9386,Chips,255,2.7,23.2,23.8,1.8,6.3,879,26,248
9387,Pork Chop,383,36.7,45.0,35.0,5.4,14.5,760,59,907
9388,Cheese,103,26.0,44.2,47.9,1.3,41.0,364,113,174
9389,Banana,112,27.1,31.3,46.4,6.2,30.9,671,263,243
9390,Quinoa,430,4.9,62.6,10.8,3.2,6.2,963,50,894
9391,Orange,245,9.4,38.9,49.8,9.4,5.8,605,228,497
9392,Green Tea,363,37.9,44.1,4.4,8.0,22.5,104,46,537
9393,Bread,160,10.1,74.1,14.5,1.6,46.3,521,1,828
9394,Salmon,207,9.1,85.8,25.3,5.1,15.9,601,30,665
9395,Broccoli,370,27.5,63.1,41.7,6.6,45.2,833,70,394
9396,Spinach,205,26.8,6.9,45.1,8.5,2.6,598,74,595
9397,Milk,350,40.7,63.4,35.4,4.8,41.4,212,95,235
9398,Nuts,222,38.8,62.1,42.8,2.6,32.3,66,197,922
9399,Chips,63,35.9,23.2,47.8,3.8,42.6,359,275,146
9400,Rice,202,21.3,70.7,10.8,7.7,43.9,809,167,857
9401,Butter,389,34.4,59.0,48.2,8.3,10.3,207,148,359
9402,Milkshake,373,28.8,69.1,17.8,0.9,39.4,44,90,397
9403,Pasta,599,48.5,66.5,27.9,5.7,20.1,904,223,666
9404,Water,583,29.3,98.1,18.3,3.1,15.6,48,263,464
9405,Quinoa,361,5.5,83.1,28.4,7.2,44.2,315,219,101
9406,Popcorn,190,30.3,91.3,8.8,1.5,4.1,708,47,245
9407,Nuts,569,8.9,20.4,12.4,9.2,45.4,50,94,397
9408,Orange,490,45.1,38.7,38.0,2.3,39.1,346,174,367
9409,Butter,133,36.3,6.2,26.1,9.1,37.2,602,184,293
9410,Green Tea,127,40.5,94.3,2.0,5.5,37.2,139,158,290
9411,Quinoa,209,44.3,27.2,33.7,5.5,9.7,179,155,138
9412,Tomato,309,36.1,91.6,26.3,5.9,22.6,295,224,682
9413,Strawberry,54,14.3,53.2,31.4,1.1,47.2,143,72,565
9414,Bread,551,22.5,16.9,25.2,9.4,30.6,957,20,806
9415,Broccoli,268,41.5,50.5,11.3,8.1,42.6,876,135,573
9416,Nuts,132,16.0,9.6,40.1,4.0,2.7,730,82,461
9417,Chocolate,509,25.4,65.4,32.9,1.3,21.4,465,246,980
9418,Cheese,589,50.0,17.8,7.0,8.4,12.2,640,77,464
9419,Chocolate,239,8.1,68.2,42.2,0.7,2.3,539,295,795
9420,Tomato,503,40.6,6.5,46.1,4.7,16.9,278,150,338
9421,Coffee,284,23.3,92.2,38.9,1.6,46.2,395,239,235
9422,Paneer,98,38.0,19.6,46.6,7.4,43.7,161,158,297
9423,Eggs,188,10.7,22.8,35.3,8.9,1.7,583,217,723
9424,Carrot,483,7.2,10.0,21.0,1.0,40.7,236,140,513
9425,Rice,293,37.5,27.4,3.3,9.7,19.4,580,284,138
9426,Chocolate,477,38.8,71.0,5.7,6.8,13.3,227,299,946
9427,Strawberry,578,11.3,89.3,15.9,4.8,23.1,938,48,404
9428,Eggs,212,3.3,24.3,39.9,9.2,14.9,742,17,954
9429,Banana,313,5.7,95.4,13.8,3.5,4.3,520,117,126
9430,Beef Steak,518,26.5,91.9,27.6,1.8,21.3,988,219,223
9431,Apple,444,39.1,54.6,1.3,3.5,6.8,933,235,259
9432,Nuts,204,17.6,31.6,47.7,4.8,26.3,755,51,809
9433,Spinach,406,49.1,13.1,32.4,2.0,12.3,220,64,964
9434,Rice,509,33.2,69.1,45.1,3.2,18.5,223,138,306
9435,Green Tea,76,36.5,90.2,38.4,10.0,34.7,266,240,981
9436,Quinoa,587,10.9,8.8,47.3,0.9,32.8,511,120,306
9437,Paneer,262,49.1,29.7,6.2,0.4,9.5,831,298,878
9438,Coffee,498,36.9,20.3,16.8,3.9,34.5,262,3,245
9439,Spinach,438,43.3,70.4,4.5,7.2,27.2,469,256,501
9440,Milkshake,142,28.5,25.3,29.9,0.4,49.6,775,206,295
9441,Rice,418,43.1,23.1,23.5,5.1,24.6,23,155,566
9442,Coffee,258,41.6,75.1,37.5,0.9,46.7,396,239,441
9443,Pork Chop,407,16.8,5.4,9.2,6.4,23.9,947,177,424
9444,Cookies,395,25.1,75.4,32.2,1.1,36.4,767,254,901
9445,Nuts,444,35.5,39.1,24.0,2.6,43.0,7,294,419
9446,Paneer,596,44.6,72.3,19.5,8.7,4.2,464,282,787
9447,Pasta,101,22.5,78.9,8.3,1.8,42.3,283,79,158
9448,Grapes,333,4.6,99.7,7.6,1.1,7.0,810,84,834
9449,Paneer,341,7.3,87.2,45.2,7.1,22.3,929,86,416
9450,Chocolate,75,1.5,65.6,35.3,3.7,41.8,157,99,711
9451,Pasta,470,2.0,13.2,27.4,5.3,34.8,608,242,464
9452,Popcorn,478,29.7,15.7,48.1,2.5,23.5,550,271,482
9453,Cookies,320,14.1,87.7,10.1,1.9,15.7,285,225,900
9454,Orange,165,18.0,99.4,38.6,5.2,12.8,698,178,756
9455,Potato,284,41.2,90.9,19.4,7.9,33.4,903,157,189
9456,Milk,248,15.5,83.2,16.8,7.9,37.2,288,159,182
9457,Quinoa,541,10.4,62.3,17.0,1.1,49.6,838,299,119
9458,Potato,472,28.4,94.7,3.4,1.2,13.7,749,137,704
9459,Grapes,137,38.1,86.0,21.0,9.0,6.3,909,274,324
9460,Milkshake,444,5.3,45.9,35.3,5.8,44.6,627,237,151
9461,Nuts,285,29.4,26.8,30.3,2.6,4.3,57,214,550
9462,Carrot,53,38.9,34.3,34.7,8.0,46.0,38,18,944
9463,Bread,151,49.0,29.6,16.7,6.2,20.9,43,25,325
9464,Carrot,131,3.7,54.5,34.2,0.1,37.4,305,80,794
9465,Butter,188,30.5,76.3,41.7,7.2,41.3,935,24,449
9466,Popcorn,150,9.9,17.3,35.1,8.1,40.6,393,99,287
9467,Paneer,193,12.3,19.0,20.3,8.8,33.5,173,294,718
9468,Popcorn,373,41.7,61.6,13.8,9.4,22.4,140,134,627
9469,Salmon,408,34.4,48.5,47.7,2.2,38.3,232,209,940
9470,Chocolate,58,43.3,54.4,32.7,6.4,49.5,515,226,191
9471,Tomato,291,12.3,82.4,27.0,6.7,14.3,297,55,524
9472,Orange,65,12.2,84.1,4.0,6.8,25.3,408,161,381
9473,Nuts,361,9.7,29.5,3.9,9.0,33.5,836,56,712
9474,Chocolate,210,23.3,77.3,45.4,0.2,25.9,33,149,595
9475,Paneer,540,17.7,89.1,4.7,9.6,9.9,397,173,289
9476,Potato,532,26.3,98.9,31.8,4.7,15.4,473,198,314
9477,Chips,516,31.5,66.8,5.5,6.7,42.1,162,294,760
9478,Popcorn,185,14.5,59.8,44.8,1.3,28.0,737,161,891
9479,Bread,592,12.7,27.2,24.1,9.7,26.4,227,209,956
9480,Chocolate,556,16.7,29.8,39.0,6.7,14.5,647,142,191
9481,Broccoli,567,36.6,66.6,15.1,7.0,16.4,545,113,523
9482,Milk,341,20.9,58.7,29.9,1.4,35.6,619,164,781
9483,Quinoa,362,3.2,56.3,15.4,5.6,36.5,964,217,151
9484,Grapes,324,28.8,45.2,13.6,2.7,34.3,809,109,586
9485,Popcorn,194,44.5,93.1,34.5,6.8,47.4,317,56,217
9486,Orange,264,28.4,41.6,47.0,1.4,26.2,488,202,161
9487,Rice,368,24.5,55.5,21.2,8.6,37.9,921,135,519
9488,Rice,152,44.1,26.1,19.3,3.9,18.4,111,206,537
9489,Paneer,69,46.7,41.1,16.5,2.1,8.7,528,227,373
9490,Yogurt,157,42.7,88.3,29.7,2.0,34.9,314,31,791
9491,Bread,346,4.7,44.4,10.8,5.9,22.8,116,224,130
9492,Cookies,81,20.1,89.8,32.3,3.9,30.8,194,291,838
9493,Cheese,310,20.7,38.5,13.3,3.5,35.1,621,66,689
9494,Rice,560,47.5,59.8,48.0,1.4,42.9,559,125,432
9495,Nuts,372,29.0,35.6,20.4,8.3,13.0,454,203,446
9496,Grapes,82,44.1,46.4,5.0,0.7,43.8,673,96,792
9497,Paneer,190,48.9,74.2,34.9,3.2,28.7,302,112,351
9498,Apple,549,49.5,99.8,34.5,4.2,39.2,728,265,810
9499,Banana,562,6.1,82.5,18.6,9.8,41.5,787,87,200
9500,Spinach,481,46.7,32.8,22.5,1.5,18.8,829,70,126
9501,Banana,282,9.7,45.0,20.9,0.2,36.3,353,245,828
9502,Rice,567,1.7,51.1,15.4,9.0,0.2,285,259,884
9503,Pork Chop,196,46.3,82.2,23.9,2.3,13.8,54,104,137
9504,Chips,549,18.9,30.5,30.8,0.2,34.6,554,90,749
9505,Oats,244,3.1,74.8,11.9,1.4,41.7,426,9,380
9506,Salmon,386,25.1,59.4,16.9,1.5,26.0,298,95,981
9507,Butter,177,5.7,66.0,40.9,1.3,18.6,478,234,272
9508,Spinach,76,14.0,16.4,8.4,4.7,46.3,793,147,240
9509,Orange,73,32.6,73.3,49.3,8.0,16.0,646,233,554
9510,Eggs,292,6.5,10.3,2.4,6.7,32.6,155,207,981
9511,Beef Steak,202,11.0,69.1,38.3,5.7,9.2,695,110,421
9512,Quinoa,379,42.8,78.5,33.8,2.8,20.7,873,289,925
9513,Cookies,83,8.9,37.1,46.6,9.7,5.5,691,125,598
9514,Milk,563,20.2,51.7,13.0,0.4,27.1,160,112,721
9515,Bread,545,30.0,92.3,13.0,9.4,47.3,784,40,917
9516,Orange Juice,343,43.1,70.1,46.2,4.6,3.3,642,36,369
9517,Butter,321,35.2,24.0,10.2,8.6,2.3,563,83,947
9518,Cheese,162,8.9,49.4,31.9,7.0,2.4,761,161,894
9519,Orange Juice,73,7.8,53.9,1.4,3.2,8.7,608,118,758
9520,Bread,55,42.3,95.2,39.3,1.9,21.0,658,61,336
9521,Milk,392,15.3,36.4,37.7,0.3,14.6,149,111,444
9522,Orange,370,14.9,21.5,5.6,5.8,43.5,455,84,694
9523,Quinoa,476,24.7,96.5,15.9,1.9,18.0,614,245,439
9524,Coffee,248,31.2,87.4,47.7,5.1,20.0,252,155,420
9525,Beef Steak,358,47.3,97.3,35.9,0.6,13.2,694,263,890
9526,Spinach,289,33.7,70.3,28.7,1.5,4.0,563,70,521
9527,Potato,188,1.5,47.0,24.1,1.6,5.4,937,183,744
9528,Tomato,60,8.0,29.7,3.1,7.2,2.9,894,129,252
9529,Orange Juice,473,42.2,69.7,25.5,4.4,30.6,217,35,398
9530,Tomato,547,30.6,89.0,3.2,4.4,39.9,565,106,978
9531,Paneer,452,27.3,90.3,38.2,3.1,32.7,858,117,696
9532,Quinoa,314,35.8,98.5,24.4,0.0,48.7,308,153,584
9533,Yogurt,342,38.6,91.6,40.0,1.3,27.4,628,30,953
9534,Eggs,598,38.1,97.9,16.2,8.9,2.2,700,45,667
9535,Grapes,418,16.8,24.3,41.7,6.5,21.9,778,224,530
9536,Salmon,504,45.7,66.9,33.8,3.1,19.0,878,299,291
9537,Apple,438,48.9,58.0,32.9,4.9,7.8,225,62,481
9538,Salmon,430,40.5,53.8,10.4,5.5,9.4,920,165,893
9539,Chips,311,36.0,76.4,17.6,4.2,7.6,75,18,419
9540,Quinoa,528,2.3,82.5,6.6,3.8,7.4,81,66,875
9541,Orange Juice,121,17.6,95.6,38.0,3.6,46.2,828,105,124
9542,Pork Chop,465,11.0,88.4,42.6,7.4,21.9,364,118,345
9543,Spinach,209,7.2,46.5,19.6,5.6,49.2,899,183,984
9544,Nuts,403,12.4,19.3,19.9,0.8,13.8,397,283,190
9545,Chips,581,42.4,34.5,3.6,1.2,48.4,239,232,645
9546,Green Tea,481,30.9,63.2,49.5,0.3,1.6,983,28,431
9547,Broccoli,308,45.7,93.5,43.2,1.2,15.3,278,36,317
9548,Strawberry,231,4.3,62.6,23.3,5.0,7.1,449,209,650
9549,Green Tea,338,38.3,6.1,33.0,2.4,2.4,714,138,113
9550,Milkshake,531,5.9,92.1,34.0,2.4,35.1,732,25,371
9551,Cheese,531,5.2,51.5,9.9,7.9,42.7,311,210,870
9552,Cheese,298,50.0,44.6,35.5,3.4,4.7,788,253,505
9553,Strawberry,357,43.4,87.2,2.7,9.5,19.0,206,178,546
9554,Broccoli,158,45.6,30.2,3.2,1.5,12.5,27,195,940
9555,Cheese,164,4.1,63.8,26.2,0.8,37.5,242,288,121
9556,Chicken Breast,255,18.0,5.1,40.9,8.4,45.9,359,170,418
9557,Cookies,432,40.3,51.3,17.0,6.4,31.6,245,235,535
9558,Orange Juice,313,39.2,45.0,27.3,8.8,0.9,946,127,978
9559,Salmon,329,4.7,51.1,38.3,7.1,23.0,562,1,775
9560,Quinoa,211,25.6,9.4,27.8,1.6,41.4,133,139,853
9561,Milkshake,451,1.9,65.7,36.4,0.5,46.7,473,12,704
9562,Cookies,430,29.3,69.7,41.6,7.6,4.1,137,295,413
9563,Butter,245,48.4,55.4,1.1,0.1,8.2,359,219,711
9564,Butter,591,8.9,44.6,23.8,6.2,23.2,236,273,945
9565,Chicken Breast,428,22.0,44.3,40.0,4.4,47.4,875,126,647
9566,Milkshake,114,42.2,9.7,24.9,6.7,34.2,685,57,999
9567,Chicken Breast,278,10.8,44.9,4.3,1.9,45.1,778,257,989
9568,Orange,509,4.7,30.0,11.7,4.0,42.7,297,274,592
9569,Tomato,197,43.4,98.0,36.1,8.2,20.2,590,83,193
9570,Tomato,556,4.7,44.5,14.6,5.6,2.5,61,196,497
9571,Orange,81,17.0,66.8,7.9,0.2,44.8,311,108,852
9572,Eggs,474,40.5,52.6,28.0,9.9,32.6,487,225,560
9573,Quinoa,546,2.8,79.1,6.7,4.6,3.4,92,200,139
9574,Green Tea,301,23.6,14.8,35.0,9.4,0.3,840,264,692
9575,Yogurt,245,46.1,76.8,38.2,5.1,27.7,612,2,442
